osm_id,hospital_name,latitude,longitude
330069980,Saravana Dental Care Hospital,11.0028292,76.9513725
330070075,Senthil Hospital,11.0089752,76.9578034
330070077,Dr. S. G. Rajarathinam Hospital,11.0095256,76.9619316
337604253,"K. G. Hospital, Coimbatore",11.0004227,76.9715023
343436821,Sengaliappan Nursing Home,11.0165542,76.955239
343711683,Thrikkakara Municipal Co-operative Hospital,10.01816,76.34672
343714970,vengola govt homoeo dispensary,10.0971798,76.4511132
343719028,"Sunrise Hospital, Ernakulam",10.0252315,76.3388796
349267517,Vikram Hospitals,17.4406857,78.3916647
349270023,Image Hospitals,17.4444337,78.3860746
353073527,DAE Hospital,12.5037319,80.159635
364629422,JBS Hospital,12.9207173,77.5745968
364629734,Jayanagar heart Centre,12.9231684,77.584433
364650995,MIOT International,13.0211808,80.1858412
367795605,St. Thomas Hospital,13.0122733,80.196428
368307280,Govt Primary Health Centre,12.5274531,80.1631378
370967673,Unknown,13.009781,80.1949734
375668400,Venkataeswara Hospitals,13.0293624,80.2440921
389493285,Government Hospital,12.7289287,77.8253132
395733420,Ayurvedic Hospital,13.6800047,79.350315
395733450,Unknown,13.681619,79.3466609
442508332,Sarswathi Hospital,12.9653846,80.2067733
443612463,Sri Vijayalakshmi Pragathi Hospital,13.0371728,77.6409543
454142398,Sathya Hospital,13.0185503,77.6364728
459464857,Ramakrishna Hospital,12.8500655,77.6624706
459635161,Apollo Clinic & Pharmacy,13.05244,80.2041657
459648701,Vijaya Heart Centre,13.0483819,80.2070144
465192842,ESI Hospital,12.3383212,76.6323943
465196073,Adithya Adhikari Hospital,12.3315512,76.6271812
513439512,Ameerpet Government Hospital,17.4417142,78.4478775
513439517,Sri Vijaya Hospitals,17.4422795,78.4480341
518947889,PAMC Hospital (Pandian Advanced Medical Centre),9.9267975,78.1420027
518991792,Aravind Eye Hospitals,9.9212003,78.1398805
519011232,Government Vetinary Hospital,9.9317265,78.1401058
519549595,Chord Road Hospital Pvt Ltd,12.9981215,77.5404836
523575229,Government Hospital,10.2512627,78.8135488
530353033,Pristline Hospital,12.9978931,77.5436127
538425761,Sree Priya Multi Speciality Hospital,17.4415414,78.4461255
540658116,B.M.Orthopaedic Hospital,13.1181104,80.1499411
542383450,Ashoka Clinic,12.2922036,76.6423443
549935042,MES Hospital,11.0611294,76.3442394
582384953,"Bengaluru Hospital, Susruta Medical Aid AndResearch Home Limited",12.9376734,77.5802836
591555028,skandan nursing home,12.9447938,80.1405596
595706154,"Vasan Eye Care Hospital, Vadapalani",13.0495316,80.211027
597590621,JJ Hospital,13.0571293,80.1942138
600882700,Regional Institute of Ophthalmology,8.4998439,76.9410501
600882701,Dr Govindans Hospital,8.4986554,76.9431315
622250802,Thottabhagam Hospital,9.3852283,76.6153372
625856709,Manipal Northside Hospital,13.0011275,77.5639285
626897112,Rahmat Ali hospital,17.3672265,78.4859878
631556915,Saritha Clinic,17.2557178,80.1457999
631687484,Janata Hospital,17.2481922,80.1464407
631687500,Praja vaidyasala (YRK),17.2411982,80.1384703
634123949,Satya Hospital,17.407574,78.512174
636041661,Syamala Hospital,17.2480311,80.1513428
644657108,Ramanathan Hospital,10.7729537,79.1331354
649246679,Silent Valley Hospital,10.0794143,77.1674719
658439838,"S.B. Hospital Urology, Nephrology & Fertility Research Centre",10.7755458,79.1254
659001946,Government Hospital,12.5246186,76.8998873
660700235,Nakrekal,17.1611289,79.4348558
663604723,Government Primary Health Centre,12.9503234,77.6162619
665132280,Innova Children's Heart Hospital,17.4293162,78.533452
665132281,Apollo Clinic,17.4290954,78.5333362
665697740,AVM Medical Centre,10.7876968,79.1384135
665727326,Divakars speciality Hospital,12.9100629,77.5924585
667305435,Shashi,17.2474829,80.1508547
667305440,eye hospital,17.2491831,80.1513059
667305445,District Govt Hospital,17.2498453,80.1521517
670883889,KRA Hospital,10.7869754,79.1397985
671185206,Hema Poly Clinic,12.960765,77.7137961
671791830,Adichunchanagiri Hospital,12.9661122,76.7228216
672742480,TMA Pai Hospital,13.3326012,74.7471694
674066932,Vishnu Clinic,17.2530296,80.1403907
674066951,Praja Vaidyasala,17.2574018,80.149205
674066960,Kanakadurga clinic,17.2617203,80.1435632
675546475,Alphonsa Eye Hospital,9.7088081,76.6765231
690029213,Neomed Hospital,9.9291508,78.148482
690414609,General Hospital,9.711455,76.6809641
691930445,BMTC Hospital,12.9234317,77.5923374
695101249,District Hospital,16.8254015,75.69243
721172030,RamaKrishna Nursing Home,17.2515488,80.1393924
725272765,KMCH Hospital,11.2788797,77.5848796
726165655,Vasavi ENT Hospital,17.40681,78.4645023
726240837,Mahavir Hospital and Research Centre,17.4036641,78.4570626
727283253,Old Apollo Hospital,17.3985586,78.4814113
728848279,Krishna Children's Hospital,17.4021334,78.4625295
734216408,St Mary's Hospital,17.2378501,80.1457789
745607015,Lumbini Hospital,17.2503535,80.1398262
748739164,"Mar Kavukatt Memorial Hospital, Anthinad",9.7473158,76.703386
761878048,Sri Charaka Ayurveda,17.2519673,80.1577268
765041223,Sri Sivani,17.2520808,80.1411098
766771369,Rohith,17.2475856,80.1488203
766772316,Lalitha,17.2477655,80.1485128
766774772,Usha Hospital,17.2481896,80.1474742
766775275,City Hospital,17.2480698,80.1473508
766775897,Kavya Hospital,17.2481373,80.1472183
766776125,Surya Hospital,17.2482259,80.1470769
766781686,SAI Maruthi,17.2483483,80.1462684
766782810,Hanuman,17.249002,80.146059
766785150,Jabilli Mother and Child Hospital,17.2493484,80.1450913
766787779,Medinova,17.2507323,80.1439842
766788605,Spandana Heart Care Centre,17.2510535,80.14348
766788913,Kinnera Hospital,17.251074,80.1433392
769216417,Ramakrishna Nursing Home and Hospital,12.9364329,77.583477
771781762,St Anns,17.251107,80.12465
772640044,Buggaveeti ENT,17.2477468,80.1497409
772644393,Guru Hospital,17.2480618,80.1485574
772727069,Narayana Hospital,17.2488031,80.1467813
772733248,Gowthami Hospital,17.2488668,80.1466659
772740827,Gangothri Hospital,17.2489854,80.1466483
772757275,Surya Hospital,17.2492386,80.1461888
773684377,Samaikhya,17.2521367,80.1436115
773685181,SV,17.2521041,80.1439681
773685620,Newlife,17.2521772,80.1440463
773685994,Madansingh,17.2524486,80.144212
773687253,Cure Emergency Hospital,17.2522634,80.1444034
773692822,Sriraksha,17.2523413,80.1444172
773696046,Nikhila Hospital,17.2519496,80.1444711
784422997,Apollo,17.2502091,80.145292
784456320,Meghana,17.250304,80.145006
803091648,Bala Hospital,10.9969296,76.995705
818601073,Unknown,10.6171687,77.9407588
827576106,Arogyasree Health care trust,17.4301742,78.3937323
832767566,"Ganga Medical Centre and Hospitals Pvt. Ltd ,Ramnagar",11.0158724,76.9594235
832768798,Krishna Nursing Home,11.0152327,76.9593766
832779637,"Kongunad Hospital, Coimbatore",11.018058,76.9604883
832779865,Sheela Clinic,11.01843,76.9604642
836113240,Christuraj Hospital,9.7117351,76.6813947
870908719,KMC Hospital,13.3534806,74.7893684
893195080,Surojini Devi Eye Hospital,17.3990359,78.4447966
894082495,Star Hospital,17.4156911,78.4454609
894082503,Rainbow Hospitals,17.4148145,78.4475692
898965110,Fernandez Hospital,17.3921498,78.4793651
902311398,Oxygen Hospital,17.4556983,78.4984034
922426889,Government Hospital,12.763476,75.0978784
941471945,Appasamy Hospital,13.0750445,80.2151198
941611681,Appasamy Hospital,13.073239,80.2148826
941621037,Appolo Clinic,13.0892073,80.2178866
954623054,Sri Vinayaka Poly Clinic,12.939058,77.5510802
966863252,RMV Hospital,13.0322788,77.576876
975680681,Yashomathi Hospitals,12.9559302,77.7112689
978641677,Singareni Area Hospital,17.9109978,80.8012159
983957837,"Sankara Eye Hospital, Kanchipuram",12.965059,80.128212
997575962,Little Lourdes Hospital Kidangoor,9.6834087,76.6117672
1005544881,Mallya Audikesh Diagnostics Center,12.9815051,77.6011944
1006462338,Mallige Medical Centre,12.985247,77.5803846
1015571498,Srm Speciality Hospital,13.0331325,80.1810857
1015571601,SRM Dental Hospital,13.0321291,80.1801201
1026208607,Holy Family Hospital Plassanal,9.7062998,76.7598364
1026823949,"Sushrusha Hospital, Kozha Kuravlingad",9.761646,76.5677558
1039027096,"Shridevi Hospital, Tumakuru",13.3392288,77.1045572
1039493036,"Surya Hospital, Coimbatore",11.0390101,76.979517
1050786520,Unknown,17.4693193,78.4778376
1050844412,Remedy Hospitals,17.4636217,78.4567398
1051328350,Fair Pharma,10.8927566,76.9246984
1051328428,Vasan eye Care Hospital,10.9560967,76.9540004
1067181192,Devine Hospital,13.0038999,77.6039313
1080750906,"Government Taluk Hospital,Koyilandy",11.4425414,75.6926043
1083025357,Carewell Hospital & Research Centre,12.5113561,74.9982867
1083025359,"KIMS, Kasaragod",12.50755,74.9909039
1085786951,Lalbagh Nursing Home,12.9452313,77.5861734
1093355153,Dr. Batra Clinic,12.9797287,77.7271089
1101622501,Government Maternity Hospital,12.9988604,77.5817424
1108014134,Soujanya Clinic,12.9681189,77.54325
1108040901,Kanva Diagnostics Collection Centre,12.967291,77.5429164
1111336133,Nandi Hospital,11.4729282,75.6423564
1111336201,Unknown,11.4723474,75.6413982
1127285905,Aakash Fertility Centre & Hospital,13.0554597,80.2118365
1129195836,Unknown,12.9445695,80.1210689
1150839598,New Akshay Mallya Hospital,12.9568527,77.6990468
1152858038,Rajan Eye Care Hospital,13.0508335,80.2434416
1153095745,Unknown,10.3285722,76.9558507
1182739082,MMC Govenment Hospital,13.1635998,80.2435516
1185699253,Avadi Hospital,13.1174941,80.1008132
1186831410,Presidency Hospital,12.9951629,77.69923
1190881322,Naliyath Medical Chamber,9.9432462,76.3741513
1215214084,LEAF HOSPITAL,17.4629614,78.3673949
1221006184,Bone & Joint Clinic,12.2655089,76.644961
1224523179,Ambicare Hospital,17.4535178,78.364084
1228960966,BGS Gleneagles Hospitals,12.90306,77.4974982
1238733084,Dr. Nathaji Nursing Home,12.8302996,79.7031901
1251221123,Rishi Valley Rural Health Center,13.6417645,78.4526879
1272424543,Srinivas Clinic,12.9073391,77.5830655
1290125198,Unknown,13.0043642,77.5652959
1312645254,Vijaya Laxmi Nursing Home,17.2434963,80.1420154
1312645258,Renduchintala Radhakrishna Eye Hospital,17.2435489,80.1373461
1315895438,sree dhanalakshmi family clinic,13.0583046,80.211745
1318987638,Metro Hospital,12.8915893,77.560715
1365797756,Brookefield Hospital(A Unit Of Sanjeevani Hospital),12.9668213,77.7168891
1397071045,Indira Gandhi Medical College and Research Institute,11.9404008,79.7962236
1399499308,Government Hospital,15.7704779,77.4786118
1405387689,Unknown,11.2693724,75.7767933
1415471983,Lotus Hospital,11.3266236,77.7306301
1423948022,PSG Hospitals,11.0188398,77.0073136
1425221969,K T V R Group Hospital,11.026167,76.9499384
1428600902,Tenet diagnostics,12.9573067,77.7087044
1435322433,L.K. Diagnostic,17.4512881,78.5354859
1435322445,L.K. Hospitals,17.4513853,78.5352525
1436177631,ESI Hospital,12.995242,77.6523255
1437213383,Karunalayam Hospital,12.9111263,77.7073377
1438212033,SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,12.9367955,77.5907094
1438252866,Dental Hospital,17.451435,78.5311968
1440343668,Maiya Multispecialty Hospital,12.942614,77.5854533
1446415367,Bhadra Homeo,12.9663879,80.2474724
1454651986,Narayana Netralaya,12.9671401,77.6094485
1463452754,Nagappa Hadli Hospital,13.0829889,77.5489026
1463507632,"Vasan Eye Care Hospital, Nagarabhavi",12.9746134,77.5129757
1463555571,Rc Hospital,12.930936,77.5153776
1463563608,Veturi Child Health Centre,12.9263226,77.5156579
1463656830,Ketham's Hospital Pvt. Ltd,13.0686568,77.5582571
1463977135,"Government Hospital, Harihar Taluk Hospital",14.5039199,75.8094779
1464278789,Coimbatore Bone and Joint Foundation (P) Ltd.,11.0149404,76.9543844
1464742684,Ragavendra Hospital,13.0425433,77.5155377
1464772262,Guru Kripa Clinic,13.0349833,77.5676844
1464782617,Deeksha Orthopaedic Hospital,13.0973922,77.5964894
1464783198,Shushrusha Hospital,13.0997316,77.5980216
1464829643,Deiva Hospital,10.7746145,79.1231818
1464921265,Chirag Hospital and Maternity Center,12.9126298,77.5913594
1466477036,Udhbhava Hospital,12.9256842,77.5489346
1466576385,DG Hospital,12.9206648,77.5598673
1466638204,Srinivasa Nursing Home,12.9423039,77.6174893
1466742313,Government Hospital,12.680279,77.4693911
1466778156,Dr K D Godkhindi,15.43305,75.6367673
1466778238,Shirol Nursing Home,15.4311936,75.6371348
1466917439,"Womens Medical Centre, Coimbatore",11.0337824,76.9517175
1467778591,Kangila Clinic,12.9336501,77.5660602
1467928839,Masonic Medical Centre For Children,10.9997961,76.9799441
1467969798,Chaitanya Hospital,13.0990911,77.5861904
1468079158,Somu medicals,11.0264568,76.9448591
1468079184,Akila Medicals,11.0265516,76.9443924
1468079553,Dr.U.S.Prakash's Clinic,11.0256249,76.9372845
1468540733,"Vasan Eye Care Hospital, Koramangala",12.9402371,77.6253403
1468908300,health nest,12.9075992,77.6488507
1469035492,Amma's ENT Clinic,13.0281613,77.5793947
1469036754,Krishna Specialty Clinic,13.026721,77.5789272
1469101395,KG Eye Hospital,11.0825506,76.997422
1469149130,"Shree Siva Hospital, Ganapathy,",11.0441103,76.9856071
1469181813,Seventh Day Adventist Hospital,12.995625,77.6113272
1469314053,Srinivasa Nursing Home,12.9965077,77.6220456
1470603498,Kids Care Clinic,12.914434,77.6050207
1470789493,Mettupalayam GH,11.3047109,76.9364387
1470793341,Balasubramaniam Vengudi Hospital,12.8307101,79.7035972
1470835849,Hindustan Hospital,11.2816017,76.9462511
1470942537,K.R. Hospital,11.1564875,76.944041
1470953869,Kalpaviruksha Ayurvedic Hospital,11.1293552,76.9351656
1471128628,Pristine Health care,12.9382768,77.6186753
1471719697,Prerana Dental Clinic,12.9186845,77.630774
1471720698,Mamtha Health Center,12.9180492,77.6318764
1471724072,Ramakrishna Nursing Home,14.4635501,75.9140335
1471737564,Suprabha Hospital,13.0079383,77.5469059
1471738635,Sangolli Nursing Home,13.0083564,77.5469273
1471781028,Diacon Hospital,13.0037682,77.5498337
1471781389,Nelamangala General Hospital,13.0987847,77.3912296
1471806291,"Nair's Hospital , Kochi",9.9502203,76.3179964
1472015890,Agarwal Eye Hospital,12.9273417,77.6221301
1472037865,Sri Sapthagiri Clinic,12.8736928,77.6449626
1472111625,Sagar Dental Clinic,12.9169725,77.6300572
1472112511,P.S. Mission Hospital,9.9377796,76.3227155
1472148626,Dr. Joys Hospital,9.9585788,76.3192419
1472154947,"CHC, Kabburu",16.3494826,74.7259333
1472192499,Sai Shraddha Hospitality,11.0254581,76.9726262
1472211318,Vega ENT Hospitals,11.0144183,76.9437894
1472211741,Sitalakshmi Hospital,11.0142906,76.9449521
1472212062,Manonmani Hospital,11.0147975,76.9475002
1472215145,Preetam's Cardio Care,11.0152003,76.9498136
1472217311,Chigateri General Hospital,14.4573717,75.9168998
1472230522,Rasi Hospital,11.0097731,76.9503293
1472735174,Venkateshwara Hospital,12.9257842,77.6170828
1472808792,Namratha Hospital,13.0047859,77.543073
1472878021,Devi Eye Hospital,12.9162576,77.6374069
1472969165,Amma Hospital,13.0626045,80.2305209
1473023593,Mysore Hospital,13.0275337,77.5397051
1473069861,Dhanvantri Clinic,15.8308944,74.4823535
1473070165,Unknown,15.8310982,74.4823964
1473134118,Sahrudaya Hospital,9.5053603,76.3418646
1473218502,Lakhani Hospital,15.4325215,75.6375704
1473262765,Immanuel Eye Hospital,11.3022381,76.9400735
1473276613,Dr Bhaskar Hospital,15.4329662,75.6453273
1473296715,Jayanagar Orthopaedic Centre,12.9293288,77.5877091
1473802712,City Hospital,11.0193391,76.9635166
1473802741,Bethel Hospital,11.0190021,76.962084
1473830522,Arasu Medicals,11.010593,76.950234
1473830523,The Eye Foundaton,11.0134549,76.9496753
1473921774,Shekar Hospital,12.9458714,77.5675192
1474001855,Punya Hospital,13.0011459,77.5359798
1474002803,Hiregoudar Dental Clinic,15.4315773,75.6464587
1474022647,Ramchandra Reddy Hospital,14.4532439,79.9869999
1474046817,Visakha Homeo Clinic,17.7224616,83.3094001
1474055555,Right Hospitals,13.0787952,80.2405731
1474104406,Vasan Eye Care,12.9102705,77.6265538
1474106961,Apollo Clinic,12.8517246,77.6681472
1474212725,Varma Hospital,9.9538555,76.3423588
1474217343,Government Ayurveda Hospital,9.9438728,76.349062
1474277938,Parimala Clinic,12.9135707,77.5788941
1474289491,Veterinary Hospital,15.4297273,75.6332647
1474289553,Dr. Khona Blood bank,15.4345955,75.637211
1474317196,Karanth Speciality Hospital,12.9160081,77.6193573
1474323515,Gangothri Hospital,12.9162878,77.6138218
1474358993,C.S.I. Lombard Memorial Hospital,13.329745,74.749151
1474413414,Moses Eye Hospital,10.9943793,76.9664663
1474440233,Nikitha Hospital,17.7426752,83.3145614
1474449391,Spurthy Hospital,12.9239335,77.61116
1474451371,Thayarammal poly clinic,10.9935069,76.9756194
1474458358,Prasad Eye Hospital,12.9351929,77.6086817
1474472488,NIMHANS Screening block,12.9387115,77.5937737
1474472859,NIMHANS OPD,12.9388056,77.5942994
1474511948,Manjunath Hospital,12.9483598,77.5940621
1474512442,Karthik Hospital,12.9484356,77.5942592
1474518445,Vasan Eye Care Hospital,11.0124743,76.9862396
1474518448,Coimbatore Kidney Centre,11.009415,76.9893791
1474540727,PNVM Hospital and Research Centre,9.9859833,76.2814393
1474819060,Aswad Hospital,12.9147871,77.6247622
1474819111,TSR heart care,13.0264438,77.5933686
1474819886,Fortis Hospital,13.0022409,77.5490879
1474819896,Citi Hospital,12.9956506,77.5510696
1474819897,"Vasan Eye Care Hospital, Rajaji Nagar",12.9995223,77.5505328
1474819898,Ananya Hospital,12.9998205,77.55045
1474820321,Baptist,12.9970915,77.5719766
1474827898,Shivakrupa Hospital,12.973967,77.5479135
1474863244,Al Shifa Hospital,9.9787245,76.2867126
1474872830,Clinic - Dr.Rajashree,10.9978977,76.9893923
1474875685,Dr. Ambedkar Medical College Hospital,13.0248621,77.6139585
1474923291,K. J. Hospital,10.9414068,76.9369908
1489335917,District Hospital Bijapur,16.8280939,75.6915484
1504756065,Lakshmi Childrens Hospital,17.3688309,78.5301893
1507755820,Amrutha Multi-Speciality Hospital,18.0040175,79.5690584
1530684154,Goretti Hospital,13.3882934,74.7373433
1553244955,Public health Centre,10.8521376,76.0847308
1553576934,Apollo Emergency Hospital,17.3993955,78.4792005
1560450301,Rajans Hospital (P) Ltd.,9.3621517,78.8344145
1560720462,Vasan Eye Care Hospital,13.0015307,80.2552541
1586529898,Unknown,11.1007563,77.3563728
1597151538,Unknown,13.0584072,80.2011738
1598149460,Omni Hospital,17.3684777,78.5387483
1603383345,District Hospital,13.3340175,74.7423038
1617398469,"Sri Maruthi hospital, Sheshadripuram",12.9926441,77.5742046
1621246558,Ashwini Eye Care,13.1187083,80.1572422
1625635092,Government Hospital,15.0552137,76.2105069
1626529110,RIMS,8.6018701,76.992477
1636785470,Clumax Diagnostics,12.2951389,76.6412904
1654526646,"Vikram Jyoti, Mysuru",12.3247991,76.6320872
1668205465,Government Hospital,11.3608508,77.747453
1668608054,Co-operative Hospital,11.764102,75.4796778
1681235667,Josgiri Hospital,11.7593082,75.4787704
1681267008,Thalassery Mission Hospital,11.753946,75.4907223
1681267088,Keerthi Hospital,11.7496519,75.4902084
1681285565,Telly Hospital,11.7447392,75.5004319
1681286895,Indira Gandhi Co-Operative Hospital,11.7474506,75.5056658
1681456812,Sharan Dental Care,12.2849783,76.6259464
1683009773,B.N.V. Hospital,8.4417835,76.9572485
1685144201,Pariyaram Ayurvedic Hospital,12.0733337,75.2880417
1685145232,Pariyaram Medical College Hospital,12.0712983,75.2935
1685156344,"Mukunda Hospital, Payyanur",12.1077541,75.2132268
1685159791,"Saba Hospital, Payyanur",12.1071395,75.2088719
1685162057,"BKM Memorial Hospital, Payyanur",12.1060495,75.2046223
1685162822,"Payyanur Co-Operative Hospital, Payyanur",12.106018,75.2099331
1685476652,A D J Hospital,8.3354591,77.8640852
1685934999,"Cosmopolitan Hospital, Pattom",8.5157434,76.9358086
1689961963,Jerry Hospital,8.336738,77.864386
1690133289,Auroville Health Center,11.9870653,79.8342576
1692118669,"Dr V C Nayanar Memorial Hospital(Dr Babu Eye Clinic), Payyanur",12.1048088,75.2069602
1693120843,Sunny Medicals Hospital Clinic,12.9267954,77.6699091
1699693038,City Hospital Research and Diagnostic Center,12.8796103,74.8531752
1699716589,Indiana Hospital and Heart Institute Ltd. - Mangalore,12.8676798,74.8664233
1699731456,Medicity Polyclinic,12.867708,74.8534438
1702266641,haritha hospitals,17.4696017,78.3660584
1711081183,"Government Hospital, Channagiri",14.024666,75.9304154
1712328678,"Urban Health Training Center, Old Hubli",15.3365604,75.1305648
1713665570,Unknown,10.7849658,76.0197762
1715814713,"Chaithanya Eye Hospital and Research Institute, Karamana",8.4848714,76.9721732
1719092087,Primary Health Centre,12.9970082,75.3317506
1719092095,Primary Health Centre,12.9970082,75.3317828
1719289076,"Assured Best Care Hospital (P) Ltd., ( Abc Hospital)",10.8308335,78.6848076
1719517565,Benaka Health Centre,12.9962189,75.3216869
1722802205,Karunya Homoeopathy Centre,13.0307899,77.653594
1724416882,Ayur Seva Hospital,13.0148188,77.6653699
1725074778,Life Save Emergency Medical Services,11.2729253,75.8366719
1725074780,"Palliative Clinic, Kozhikode City",11.2452274,75.7830434
1725074782,Savitridevi Saboo Memorial Cancer Research Institute and Hospital,11.2726826,75.8363443
1726676541,PRS Hospital,8.4811163,76.9592286
1727637379,Vinayaka Specialty Hospital,12.8990004,77.6218548
1734272535,Govt Ayurvedic Hospital Marangattupilly,9.7378712,76.6210694
1754861232,Unknown,12.8793817,79.1340678
1761866934,Koshys Hospital,13.0207033,77.6760593
1763921958,"Sacred Heart Hospital, Chakkampuzha",9.767019,76.6517176
1769185797,"Government Hospital, Kilakarai",9.2346623,78.7860322
1769456753,St. Lukes Hospital,8.5584834,77.9701379
1775980979,"Sri Kumaran Hospital, Tiruppur",11.1307528,77.3412468
1778854020,Gurushree Hitech Multispeciality Hospital,12.9593144,77.5265054
1778897704,"Shobha Hospital, Bengaluru Urban",12.9755854,77.5313495
1778953072,"Gayathri Hospital, Bengaluru Urban",12.9744053,77.5426819
1782284238,Esi Hospital Nituvalli,14.452459,75.9278318
1789405002,Unknown,14.4590162,75.913709
1789987574,Prime Care Nursing Home,12.9799192,80.2044922
1794111895,MEDSOL Hospital,12.9309944,77.4929837
1794166166,Government Primary Health Centre,13.003447,77.504284
1802646087,Governmental Hospital,15.3534219,76.4920804
1803671351,Government Hospital,12.3048002,78.2060881
1803675526,Unknown,12.3064093,78.2029177
1803675676,Unknown,12.3098055,78.2041837
1803920200,SHKVPB Hospital,16.3558221,80.5024478
1809734261,Bharathy Hospital,12.9761294,77.5326369
1812673570,Yogananda Medical and Research Centre,12.9202791,77.5598033
1813679504,ESI Hospital,11.1196849,77.3492741
1814603134,Government Hospital,13.0165784,76.3780635
1818494842,"Government Primary Healthcare Center, Begur",12.8778532,77.6246582
1819896845,Veterinary Hospital,13.6914593,75.2395516
1822632584,City Central Hospital,14.4602014,75.9189327
1822734259,St.Louis Hospital,12.5252135,78.2149263
1822746318,Vishwaradhya Cancer Hospital,14.4322216,75.9625003
1822761425,Government Hospital,12.5246441,78.2199165
1833926660,ACS Medical College And Hospital,13.0575206,80.127824
1835512586,Cure & Care Dental Clinic Dr. Moumita Mukherjee,12.9074968,77.6492213
1839485349,Mitra Hospital,13.3370127,74.7506948
1840033463,Shri Sathya Sai Medical College & Research Institute,12.7415557,80.1328466
1840178983,City Medical Center,14.4554207,75.9148073
1841354844,Sri Manakula Vinayagar Hospital,11.9212608,79.6282086
1850147401,Santhi Hospital,11.362756,75.9651338
1871539757,Shirdi Sai Hospital,13.0372438,77.5648754
1872596501,Public Health Center,12.9583794,77.8155232
1883475928,Care Clinic,17.4206569,78.4481619
1883718609,Muddenahalli Primary Health Center,13.4037195,77.696873
1889647257,Unknown,8.9144298,77.3878516
1894298053,Nayantara Opticals,12.8924828,77.6198497
1894554076,"Ashwini Hospital, Madikeri",12.4161023,75.7470264
1895749640,Government Hospital,13.9934031,75.2603612
1896036430,Government Hospital,13.9146179,75.0649504
1896330825,Unknown,13.1340563,80.1037102
1896330827,Unknown,13.1333249,80.1033668
1900759332,Rajarajeshwari Hospital,12.4242382,75.7337496
1905152108,Kottakkal Arya Vaidya Sala,12.9411061,77.5850591
1907858547,Sree Sudheendra Medical Mission Hospital,9.9849328,76.2832964
1909541277,Government Hospital,13.727952,75.3396042
1911061210,Unknown,12.5227527,78.2191623
1913549463,MAJ Hospital,10.0213004,76.3080439
1913565236,Ashwin Hospital,11.0241826,76.9731186
1921954345,Unknown,15.9706267,80.6063695
1927935880,"PHC,Kapileswarapuram",16.3234628,80.8645865
1930286559,T M A Pai Hospital,13.1972009,74.9962862
1948616260,Apollo Free Emergency Clinic,13.0677233,80.2050055
1954307174,"Taluk Headquarters Hospital, vaikom",9.7502732,76.3899657
1955943159,Agarwal Hospital,13.0385656,80.2165845
1957903721,Senthil Nursing Home,13.0849671,80.2004752
1957904106,I K Hospital,13.0868667,80.1991661
1958294905,"Charan Homeopathy, Ramamurthy Nagar",13.0100409,77.6674667
1962609658,Manava Seva Eye Hospital,10.5570041,76.1729225
1973964842,Durga Hospital,13.8432912,75.6946802
1974081508,Senthil Nursing Home,11.4395054,77.6957293
1974110126,Govt hospital,11.4432595,77.6941951
1979247767,B.P. Jain Hospital (Sri Sankara Health Centre),12.9730642,80.1339663
1985544651,Anupama Hospital,17.4856038,78.3903262
1988172131,Garden City Hospital,12.5545748,75.3863931
1988172134,"Kvg Hospial,Sullia",12.5532396,75.3844461
